"gender","Dependents","tenure","PhoneService","MultipleLines","InternetService","StreamingTV","StreamingMovies","Contract","PaymentMethod","MonthlyCharges","TotalCharges","DailyCharges","Churn"
"Female","No",3,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.9,45.75,3.98,"No"
"Male","Yes",1,"Yes","No","Fiber optic","No","No","Month-to-month","Mailed check",70.65,70.65,14.13,NA
"Female","Yes",57,"Yes",NA,"No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.75,1272.05,3.95,"No"
"Female","Yes",44,"No","No phone service","DSL","No","Yes","Two year","Credit card (automatic)",54.05,2375.2,10.81,"No"
"Female","No",32,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",74.4,2276.95,14.88,NA
"Male","No",70,"Yes","Yes","DSL","Yes","Yes","Two year","Credit card (automatic)",76.95,5289.8,15.39,"No"
"Male","No",51,"Yes","Yes","Fiber optic","Yes",NA,"One year",NA,70.3,1415.425,14.05,"Yes"
"Female","No",28,"No","No phone service","DSL","No",NA,"Month-to-month","Mailed check",35.75,961.4,7.15,"No"
"Male","No",27,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.55,520.55,3.91,"No"
"Male","Yes",56,"No","No phone service","DSL","No","No","One year","Credit card (automatic)",36.1,1971.5,7.22,"No"
"Female","Yes",23,"Yes","No",NA,"No","No","One year","Mailed check",57.75,1282.85,11.55,"No"
"Female","No",35,"Yes","Yes","No","No internet service","No",NA,"Credit card (automatic)",80.05,2835.9,16.01,"No"
"Female","No",4,"Yes","No","Fiber optic","Yes","No","Month-to-month",NA,70.3,292.8,14.05,"Yes"
"Male","No",46,"No","No phone service","DSL","No","No",NA,"Mailed check",38.25,1755.35,7.65,"No"
"Female","Yes",7,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",75.1,552.95,15.02,"Yes"
"Female","No",60,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Electronic check",70.3,6396.45,14.05,"Yes"
"Female","Yes",55,NA,"No","No","No internet service","No internet service","Month-to-month","Credit card (automatic)",20,1415.425,4,"No"
"Female","No",23,"Yes","Yes","No","No internet service","No internet service","One year","Credit card (automatic)",70.3,615.35,14.05,"No"
"Male","No",14,"Yes","No","DSL","Yes","Yes","Two year","Mailed check",81.95,1181.75,16.39,"No"
"Male","Yes",72,"Yes","Yes","No","No internet service","No internet service",NA,"Mailed check",26.1,1851.45,5.22,"No"
"Male","No",12,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",70.3,2404.1,14.05,"No"
"Male","No",12,"Yes","No","Fiber optic","No","No","Month-to-month","Mailed check",83.8,1029.75,16.76,"Yes"
"Female","Yes",62,"Yes","Yes","Fiber optic",NA,"Yes","One year","Credit card (automatic)",106.05,6703.5,21.21,"No"
"Male","No",6,"Yes","No","Fiber optic","No",NA,"Month-to-month","Electronic check",69.1,435,13.82,"No"
"Female","No",9,"Yes","Yes","No","No","No internet service","Month-to-month","Electronic check",76.85,663.55,15.37,"No"
"Female","No",44,"Yes","Yes","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",108.95,5718.2,21.79,"No"
"Female","No",12,"No","No phone service","DSL","No","No","Month-to-month","Mailed check",40,223.45,8,"Yes"
"Female","Yes",13,"No","No phone service","DSL","No","No",NA,NA,30.15,382.2,6.03,"No"
"Female","Yes",64,"No","No phone service","DSL","Yes","Yes","Two year","Electronic check",54.6,3423.5,10.92,NA
"Female","No",12,"Yes","No","DSL","Yes",NA,"Month-to-month","Mailed check",55.2,55.2,11.04,"Yes"
"Male","No",3,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",70.3,294.45,14.05,"Yes"
"Female","No",1,"Yes","No",NA,"No","No","Month-to-month","Mailed check",45.4,1415.425,9.08,"No"
"Female","Yes",3,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",80,241.3,16,"No"
"Female","Yes",29,"Yes","Yes","DSL","No","No",NA,"Bank transfer (automatic)",66.15,2522.4,13.23,"No"
"Male","No",32,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Credit card (automatic)",98.85,3145.9,19.77,"No"
"Female","No",17,"Yes","No","DSL","No","No","One year","Mailed check",56.1,946.95,11.22,"No"
"Female","Yes",28,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",110.85,3204.4,22.17,"No"
"Female","No",3,"Yes","Yes","Fiber optic","No","No","Month-to-month","Credit card (automatic)",75.15,216.75,15.03,"Yes"
"Female","No",59,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",93.35,5386.5,18.67,"No"
"Female","No",55,"Yes","No","Fiber optic","Yes","No","Two year","Credit card (automatic)",70.3,4805.3,14.05,"No"
"Male","No",5,"Yes",NA,"Fiber optic","No",NA,"Month-to-month","Mailed check",78.75,426.35,15.75,"No"
"Male","No",17,"Yes","Yes","No","No internet service","No internet service","Month-to-month","Mailed check",24.8,475.25,4.96,"No"
"Female","Yes",14,"Yes",NA,"Fiber optic","No","Yes",NA,"Bank transfer (automatic)",90.9,1415.425,18.18,"Yes"
"Male","Yes",63,"Yes","Yes","Fiber optic","No","Yes","One year",NA,91.35,5764.7,18.27,"No"
"Female","No",44,"Yes","No","DSL",NA,"Yes","One year","Credit card (automatic)",74.1,74.1,14.82,NA
"Female","No",32,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Electronic check",70.3,3334.9,14.05,"No"
"Male","No",11,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",19.5,226.8,3.9,"No"
"Male","No",1,"Yes","No","DSL","No","Yes","Month-to-month","Mailed check",55.55,1415.425,11.11,"No"
"Female","Yes",51,"No","No phone service","DSL","Yes","Yes","One year","Bank transfer (automatic)",60.15,3077,12.03,"No"
"Male","No",46,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",93.7,4154.8,18.74,"Yes"
"Female","No",39,"No","No phone service","DSL",NA,"Yes","Month-to-month","Electronic check",50.75,2011.4,10.15,"Yes"
"Female","Yes",5,NA,"No","Fiber optic","Yes","No","Month-to-month","Electronic check",85.75,470.95,17.15,"Yes"
"Female","No",12,"Yes","No","DSL",NA,"No","Month-to-month",NA,65.25,1415.425,13.05,"No"
"Female","No",63,"Yes","Yes",NA,"Yes",NA,"One year","Credit card (automatic)",79.7,4786.15,15.94,"No"
"Male","No",27,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",20.6,581.85,4.12,NA
"Male","Yes",25,"Yes","Yes","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",25.4,546.85,5.08,"No"
"Female","No",2,"No","No phone service","DSL","Yes","Yes","Month-to-month","Electronic check",51.4,96.8,10.28,NA
"Male","Yes",53,"No","No phone service","DSL","Yes",NA,"One year","Electronic check",60.45,3184.25,12.09,"Yes"
"Male","No",1,NA,"No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",20.05,20.05,4.01,"Yes"
"Female","Yes",28,"Yes","Yes","DSL",NA,"No","One year","Electronic check",51,1381.8,10.2,NA
"Male","No",32,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",78.9,2447.95,15.78,"Yes"
"Male","No",7,"Yes","Yes","Fiber optic","No","Yes",NA,"Mailed check",85.2,602.55,17.04,"Yes"
"Male","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",19.95,187.75,3.99,"No"
"Female","No",3,"Yes","No","Fiber optic","Yes","Yes","Month-to-month",NA,95.4,293.15,19.08,"No"
"Female","No",17,"Yes",NA,"Fiber optic","No",NA,"Month-to-month","Bank transfer (automatic)",70.5,1165.6,14.1,"No"
"Male","Yes",72,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",25.55,1415.425,5.11,"No"
"Female","Yes",3,"No","No phone service","DSL","No","Yes","Month-to-month","Mailed check",40.3,92.5,8.06,"No"
"Male","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Credit card (automatic)",114.05,8289.2,22.81,"No"
"Female","No",9,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Mailed check",88.4,1415.425,17.68,"No"
"Female","No",67,"Yes","Yes","DSL","No","No","Month-to-month","Electronic check",54.9,3725.5,10.98,"No"
"Male","Yes",63,"Yes",NA,"DSL","Yes",NA,NA,"Credit card (automatic)",89.4,5597.65,17.88,"No"
"Male","Yes",59,NA,"No","No","No internet service","No internet service","Two year","Mailed check",19.5,1147.85,3.9,"No"
"Male","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.3,70.05,14.05,"Yes"
"Female","Yes",69,NA,"No","No","No internet service","No internet service",NA,"Credit card (automatic)",20.35,1415.425,4.07,"No"
"Male","No",1,"Yes","No","DSL","No","No",NA,"Electronic check",44.8,44.8,8.96,"No"
"Male","Yes",50,"Yes","Yes","Fiber optic",NA,"Yes","One year","Electronic check",108.25,5431.4,21.65,"No"
"Female","Yes",60,NA,"No","No","No internet service","No internet service","Two year","Credit card (automatic)",19.25,1103.25,3.85,"No"
"Male","Yes",11,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",74.35,834.2,14.87,"Yes"
"Male","No",39,"Yes","Yes",NA,"Yes","Yes","Month-to-month","Electronic check",105.65,4284.8,21.13,"Yes"
"Female","Yes",25,"Yes","No","No","No internet service","No internet service","One year","Mailed check",20.05,520.1,4.01,"No"
"Male","No",2,"Yes","Yes",NA,"No","No","Month-to-month","Electronic check",82,184.65,16.4,"Yes"
"Female","No",44,"Yes","Yes","Fiber optic","Yes","Yes","One year",NA,109.7,7344.45,21.94,"No"
"Female","Yes",23,"Yes","No","No","No internet service","No internet service","One year","Mailed check",20.05,1415.425,4.01,"No"
"Male","No",22,"Yes",NA,"Fiber optic","Yes","Yes","Month-to-month",NA,95.1,2162.6,19.02,"No"
"Male","Yes",3,NA,"No","No","No internet service","No internet service",NA,"Mailed check",18.8,1415.425,3.76,"No"
"Female","Yes",4,"Yes","No","DSL","No","No","Month-to-month","Mailed check",70.3,235.1,14.05,"Yes"
"Female","No",32,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,19.4,641.15,3.88,"No"
"Female","Yes",68,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",89.05,1415.425,17.81,"No"
"Male","No",11,NA,NA,"Fiber optic","No",NA,"Month-to-month","Electronic check",74.95,815.5,14.99,"Yes"
"Female","Yes",54,"Yes","Yes","DSL","Yes","No","One year","Electronic check",70.7,3770,14.14,"No"
"Female","No",12,NA,"No","Fiber optic","No","No","Month-to-month","Electronic check",85.15,3670.5,17.03,"No"
"Female","Yes",72,"Yes","Yes","Fiber optic",NA,NA,"Two year","Mailed check",107.45,7576.7,21.49,"No"
"Male","Yes",64,"No","No phone service","DSL","Yes","Yes","Two year",NA,60.05,3845.45,12.01,"No"
"Male","No",5,"Yes","Yes","Fiber optic",NA,"No",NA,"Electronic check",85.4,401.1,17.08,"Yes"
"Female","No",13,"No","No phone service","DSL","No","No",NA,"Bank transfer (automatic)",30.85,394.1,6.17,"No"
"Female","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Electronic check",110.15,7998.8,22.03,"No"
"Female","No",12,"Yes",NA,"Fiber optic",NA,"No",NA,"Electronic check",91.3,1094.5,18.26,"Yes"
"Male","Yes",16,"Yes","No","DSL","Yes","No","Two year","Mailed check",64.25,1024,12.85,"No"
"Female","Yes",69,"No","No phone service","DSL","Yes",NA,"Two year","Credit card (automatic)",54.95,3772.5,10.99,"No"
"Female","Yes",58,"Yes","Yes",NA,"Yes","Yes","One year",NA,105.2,6225.4,21.04,NA
"Female","Yes",13,"Yes","No","DSL","Yes",NA,"Month-to-month","Electronic check",71.95,1415.425,14.39,"No"
"Female","Yes",10,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",85.95,858.6,17.19,"No"
"Male","No",24,"Yes","No","DSL","No",NA,"Month-to-month","Electronic check",51.15,1275.7,10.23,"No"
"Male","No",17,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",81.5,1329.2,16.3,"Yes"
"Female","No",37,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.8,1415.425,3.96,"No"
"Female","Yes",11,"Yes","No","No","No internet service","No internet service","One year","Mailed check",20,196.35,4,"No"
"Female","No",23,"Yes",NA,"DSL","No","No",NA,NA,70.3,1221.55,14.05,"No"
"Male","No",12,"Yes",NA,"DSL","Yes","Yes","Month-to-month","Mailed check",73.35,931.55,14.67,"No"
"Male","No",3,"Yes","No","Fiber optic","Yes","No","Month-to-month","Mailed check",89.85,244.45,17.97,NA
"Male","No",1,"Yes","Yes","DSL","No","No",NA,"Electronic check",70.3,54.35,14.05,"Yes"
"Male","Yes",4,"Yes","No","Fiber optic","No","No","Month-to-month",NA,70.3,284.9,14.05,"No"
"Female","No",15,NA,NA,"No","No internet service","No internet service","Month-to-month","Credit card (automatic)",70.3,330.8,14.05,"No"
"Female","No",66,"Yes","Yes","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",108.1,7238.6,21.62,"No"
"Female","No",52,NA,"No","DSL",NA,"Yes","Month-to-month","Electronic check",59.45,3043.7,11.89,"No"
"Male","No",44,"Yes","Yes","DSL","Yes","Yes","One year","Credit card (automatic)",80.45,3375.9,16.09,"No"
"Male","No",14,"No","No phone service","DSL",NA,"No","Month-to-month","Mailed check",31.1,419.7,6.22,"No"
"Male","No",2,NA,"No","No","No internet service","No internet service",NA,"Mailed check",19.4,50.6,3.88,"No"
"Female","No",38,"Yes","No","Fiber optic","No","No","Month-to-month","Credit card (automatic)",84.25,3264.5,16.85,"Yes"
"Female","No",31,"Yes","No","No","No internet service","No internet service","One year","Mailed check",20.95,683.25,4.19,NA
"Female","Yes",58,"Yes","Yes",NA,"Yes","Yes","Two year",NA,109.1,6393.65,21.82,"No"
"Male","No",34,"Yes","No","Fiber optic","Yes","No","Month-to-month","Credit card (automatic)",85.2,1415.425,17.04,"No"
"Female","No",37,"No","No phone service","DSL",NA,"No",NA,"Electronic check",45.4,1593.1,9.08,NA
"Female","No",72,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",88.05,6520.8,17.61,"No"
"Male","Yes",39,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",70.3,1004.35,14.05,NA
"Female","No",13,"Yes","No","Fiber optic","No","No","Month-to-month",NA,74.3,940.35,14.86,"Yes"
"Male","No",12,"Yes","Yes","DSL","Yes","Yes","Month-to-month",NA,72.15,794.25,14.43,"Yes"
"Female","No",34,NA,"No","DSL","Yes","Yes","One year","Bank transfer (automatic)",79.95,2727.3,15.99,"No"
"Female","No",13,"No","No phone service","DSL","No","No","Month-to-month","Electronic check",29.15,357.15,5.83,"No"
"Male","Yes",23,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",70.3,1284.2,14.05,NA
"Male","No",1,"Yes","No","Fiber optic",NA,"No","Month-to-month","Electronic check",68.5,68.5,13.7,"Yes"
"Male","No",58,"Yes","No","No","No internet service","No internet service",NA,"Credit card (automatic)",20.3,1131.5,4.06,"No"
"Male","No",54,"Yes",NA,"Fiber optic","Yes","No","Month-to-month","Mailed check",89.8,4667,17.96,"No"
"Female","No",70,"Yes","Yes","DSL","Yes",NA,"Two year","Bank transfer (automatic)",75.5,5212.65,15.1,"No"
"Male","No",56,"Yes","No","Fiber optic","No","Yes","One year","Electronic check",80.9,1415.425,16.18,"No"
"Male","Yes",67,"Yes","Yes","DSL","Yes","Yes","Two year","Electronic check",70.3,1415.425,14.05,"Yes"
"Male","No",66,"Yes","Yes","DSL",NA,"No","Two year","Credit card (automatic)",66.1,1415.425,13.22,"No"
"Female","No",42,"Yes","No","No","No internet service","No internet service","One year","Mailed check",20.65,958.1,4.13,"No"
"Male","Yes",72,"Yes","Yes","DSL","Yes","Yes","Two year","Credit card (automatic)",90.6,6441.85,18.12,NA
"Female","Yes",45,"Yes","Yes","No","No internet service","No internet service","Two year","Bank transfer (automatic)",24.65,1138.8,4.93,"No"
"Female","No",26,"Yes","Yes","DSL","Yes",NA,NA,"Bank transfer (automatic)",69.5,1415.425,13.9,"No"
"Male","No",5,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",79.9,1415.425,15.98,"Yes"
"Female","Yes",44,"Yes","No","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",90.1,2598.95,18.02,"Yes"
"Female","No",12,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",54.65,1517.5,10.93,"No"
"Male","No",22,"Yes","Yes","Fiber optic","No",NA,NA,NA,85.1,1873.7,17.02,"Yes"
"Male","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Bank transfer (automatic)",70.3,7711.25,14.05,"No"
"Female","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",70.3,63.15,14.05,NA
"Male","No",13,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",102.25,1359,20.45,"Yes"
"Male","Yes",1,"Yes","Yes",NA,"No","No","Month-to-month","Electronic check",75.35,75.35,15.07,"Yes"
"Female","No",55,"Yes",NA,"DSL","No","No","Two year","Mailed check",56.8,3112.05,11.36,NA
"Female","No",29,"No","No phone service","DSL","No","No","One year","Credit card (automatic)",39.5,1082.75,7.9,"No"
"Female","No",64,"Yes","No","DSL","No","Yes","Two year","Mailed check",68.3,4378.8,13.66,"No"
"Male","No",43,NA,"No","DSL","Yes","No","One year",NA,56.35,1415.425,11.27,"No"
"Female","No",35,"Yes","No","DSL","No","No","Month-to-month","Electronic check",60.55,1982.6,12.11,"No"
"Female","Yes",71,"Yes","Yes","DSL","Yes","Yes","One year","Electronic check",85.45,6300.85,17.09,"No"
"Male","No",27,"Yes","No","Fiber optic","No","Yes","Month-to-month","Electronic check",70.3,2383.6,14.05,"No"
"Male","No",8,"Yes","No","Fiber optic","No","No","Month-to-month","Mailed check",70.1,551.35,14.02,"Yes"
"Female","No",4,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Electronic check",94.3,424.45,18.86,"Yes"
"Male","No",54,"Yes","No","DSL","No",NA,"One year",NA,65.25,3529.95,13.05,"No"
"Male","Yes",72,"No","No phone service","DSL","Yes","Yes","Two year","Bank transfer (automatic)",65.65,4664.5,13.13,"No"
"Female","No",3,"Yes","No","Fiber optic","No","Yes","Month-to-month","Electronic check",85.8,272.2,17.16,NA
"Male","Yes",8,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Mailed check",19.35,152.6,3.87,"No"
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.1,19.1,3.82,"No"
"Male","Yes",10,"Yes",NA,"No","No internet service","No internet service","One year","Mailed check",20.45,242.4,4.09,"No"
"Male","No",2,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",74.7,1415.425,14.94,"Yes"
"Male","Yes",64,"Yes","No","DSL","No","No","Two year","Bank transfer (automatic)",54.65,2553.7,10.93,"No"
"Female","No",62,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Electronic check",70.3,6164.7,14.05,"No"
"Male","No",53,"Yes","No","No","No internet service","No internet service","Two year",NA,19.5,1050.5,3.9,"No"
"Male","No",43,"Yes","Yes","DSL","Yes","Yes","One year","Electronic check",80.2,3581.6,16.04,"No"
"Female","No",36,"Yes","No","Fiber optic","No","Yes","Month-to-month","Electronic check",80.4,1415.425,16.08,"No"
