"gender","Dependents","tenure","PhoneService","InternetService","StreamingTV","Contract","PaymentMethod","MonthlyCharges","Churn"
"Female","No",66,"Yes","DSL","No","One year","Mailed check",54.8,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.7,"Yes"
"Female","No",18,"Yes","DSL","No","Month-to-month","Electronic check",50.3,"No"
"Female","No",56,"Yes","Fiber optic","Yes","One year","Electronic check",98.25,"Yes"
"Female","No",56,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.55,"No"
"Male","No",24,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.05,"Yes"
"Male","Yes",5,"Yes","Fiber optic","No","Month-to-month","Mailed check",90.35,"No"
"Female","No",2,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",64,"Yes","Fiber optic","Yes","Two year","Electronic check",105.5,"No"
"Male","No",1,"No","No","No internet service","Month-to-month","Electronic check",24.25,"Yes"
"Male","No",15,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Male","No",67,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",111.3,"No"
"Male","No",65,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",26.5,"No"
"Male","No",46,"No","DSL","No","One year","Electronic check",33.7,"No"
"Male","No",68,"No","DSL","No","Month-to-month","Bank transfer (automatic)",39.9,"No"
"Male","No",72,"Yes","DSL","Yes","Two year","Credit card (automatic)",92.3,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.25,"Yes"
"Female","No",66,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",80.55,"Yes"
"Female","No",72,"No","DSL","Yes","Two year","Credit card (automatic)",64.45,"No"
"Male","No",9,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",29,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",19.75,"No"
"Female","No",14,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",89.8,"Yes"
"Female","Yes",64,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",110.3,"No"
"Female","Yes",41,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",45.2,"No"
"Male","No",18,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",101.3,"No"
"Male","Yes",2,"Yes","DSL","Yes","Month-to-month","Electronic check",97.1,"No"
"Male","No",29,"Yes","DSL","Yes","One year","Bank transfer (automatic)",75.35,"No"
"Female","No",18,"No","DSL","Yes","Month-to-month","Electronic check",48.35,"Yes"
"Female","No",39,"No","DSL","Yes","Month-to-month","Credit card (automatic)",50.65,"No"
"Male","No",3,"Yes","No","No internet service","Month-to-month","Mailed check",19.65,"No"
"Female","No",8,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",70.3,"Yes"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",97.05,"No"
"Male","No",14,"Yes","DSL","No","Month-to-month","Credit card (automatic)",50.2,"No"
"Male","Yes",32,"Yes","Fiber optic","No","One year","Mailed check",94.8,"No"
"Male","No",58,"Yes","No","No internet service","Two year","Credit card (automatic)",25.3,"No"
"Female","No",34,"Yes","DSL","No","One year","Mailed check",55,"No"
"Female","No",43,"Yes","DSL","Yes","One year","Bank transfer (automatic)",64.85,"No"
"Female","No",46,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.25,"No"
"Male","Yes",30,"Yes","DSL","Yes","One year","Credit card (automatic)",70.3,"No"
"Female","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.65,"Yes"
"Male","No",61,"Yes","DSL","Yes","Month-to-month","Electronic check",105.55,"Yes"
"Female","No",53,"Yes","No","No internet service","One year","Bank transfer (automatic)",20.8,"Yes"
"Male","No",37,"Yes","DSL","Yes","One year","Electronic check",90.6,"No"
"Male","No",10,"Yes","Fiber optic","No","Month-to-month","Electronic check",70,"Yes"
"Female","Yes",2,"Yes","DSL","Yes","Month-to-month","Mailed check",65.7,"Yes"
"Female","No",46,"Yes","No","No internet service","One year","Electronic check",24.45,"No"
"Male","Yes",1,"Yes","No","No internet service","Month-to-month","Electronic check",19.75,"No"
"Female","Yes",64,"Yes","DSL","No","One year","Bank transfer (automatic)",53.85,"No"
"Male","No",44,"Yes","DSL","Yes","One year","Mailed check",75.4,"No"
"Female","Yes",68,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",85.3,"No"
"Male","No",6,"Yes","DSL","No","Month-to-month","Mailed check",50.05,"No"
"Male","No",44,"Yes","No","No internet service","Two year","Credit card (automatic)",20.4,"No"
"Female","Yes",60,"Yes","DSL","Yes","One year","Bank transfer (automatic)",94.15,"No"
"Male","No",12,"Yes","DSL","Yes","Month-to-month","Mailed check",56.3,"No"
"Female","No",72,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",86.6,"No"
"Female","Yes",7,"Yes","No","No internet service","Month-to-month","Electronic check",19.25,"Yes"
"Male","Yes",8,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",19.9,"No"
"Male","No",8,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",16,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",85.05,"No"
"Female","No",4,"No","DSL","No","Month-to-month","Mailed check",35,"No"
"Male","Yes",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.05,"No"
"Male","No",64,"No","DSL","Yes","Two year","Electronic check",70.3,"No"
"Female","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",19.95,"No"
"Male","No",31,"Yes","Fiber optic","Yes","One year","Electronic check",93.8,"No"
"Male","No",1,"Yes","DSL","No","Month-to-month","Mailed check",70.3,"No"
"Female","Yes",64,"No","DSL","Yes","Two year","Electronic check",70.3,"No"
"Male","Yes",41,"Yes","DSL","Yes","One year","Electronic check",60.3,"No"
"Female","No",2,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",70.3,"Yes"
"Male","No",72,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",108.95,"No"
"Female","No",3,"Yes","No","No internet service","Month-to-month","Mailed check",19.85,"Yes"
"Female","No",11,"No","DSL","No","One year","Credit card (automatic)",40.4,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.5,"Yes"
"Female","Yes",26,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",98.1,"No"
"Female","No",37,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",96.55,"Yes"
"Female","No",35,"Yes","No","No internet service","Two year","Credit card (automatic)",25.4,"No"
"Female","No",11,"No","DSL","Yes","Month-to-month","Electronic check",35.8,"No"
"Male","No",49,"No","DSL","No","Month-to-month","Electronic check",30.2,"No"
"Male","No",72,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",19.8,"No"
"Female","Yes",1,"Yes","DSL","No","Month-to-month","Mailed check",45.95,"Yes"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",85.05,"Yes"
"Female","No",27,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",86.45,"No"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.45,"Yes"
"Female","Yes",47,"Yes","No","No internet service","Two year","Credit card (automatic)",20.25,"No"
"Female","Yes",72,"Yes","No","No internet service","Two year","Electronic check",24.55,"No"
"Female","No",54,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",70.3,"No"
"Male","No",20,"Yes","No","No internet service","Month-to-month","Electronic check",19.6,"No"
"Female","Yes",34,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",105.35,"No"
"Male","No",71,"No","DSL","No","Two year","Electronic check",47.05,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",85,"Yes"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Electronic check",20.7,"No"
"Female","No",55,"Yes","Fiber optic","No","Month-to-month","Electronic check",85.45,"Yes"
"Female","No",23,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",73.65,"No"
"Female","No",26,"Yes","DSL","Yes","One year","Electronic check",59.45,"No"
"Male","No",72,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",104.8,"No"
"Male","Yes",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.85,"Yes"
"Male","Yes",5,"Yes","No","No internet service","Month-to-month","Mailed check",20.2,"No"
"Male","No",33,"No","DSL","Yes","Month-to-month","Electronic check",50,"No"
"Female","No",51,"No","DSL","Yes","One year","Credit card (automatic)",56.4,"No"
"Male","No",13,"Yes","No","No internet service","Two year","Mailed check",19.75,"No"
"Female","Yes",64,"No","DSL","Yes","Two year","Mailed check",59.75,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.55,"No"
"Female","Yes",25,"No","DSL","Yes","Month-to-month","Credit card (automatic)",58.6,"Yes"
"Male","No",52,"No","DSL","Yes","Two year","Credit card (automatic)",63.9,"No"
"Male","No",64,"Yes","DSL","Yes","Two year","Credit card (automatic)",86.05,"No"
"Male","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",70.7,"No"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",81.55,"No"
"Female","No",39,"Yes","No","No internet service","Two year","Credit card (automatic)",20.7,"No"
"Male","No",58,"Yes","No","No internet service","Two year","Mailed check",20.75,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",70.3,"Yes"
"Female","No",12,"No","DSL","No","Month-to-month","Mailed check",70.3,"Yes"
"Male","Yes",8,"Yes","No","No internet service","One year","Mailed check",24.4,"No"
"Male","No",12,"Yes","No","No internet service","Month-to-month","Electronic check",19.6,"No"
"Female","No",60,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",20.25,"Yes"
"Female","No",5,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",19.65,"No"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","Yes",39,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"No"
"Female","Yes",56,"Yes","Fiber optic","No","Two year","Bank transfer (automatic)",80.3,"No"
"Female","No",1,"No","DSL","No","Month-to-month","Mailed check",30.55,"No"
"Male","No",3,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",24,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Male","Yes",44,"Yes","DSL","No","One year","Electronic check",75.8,"Yes"
"Male","No",24,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",89.85,"Yes"
"Female","No",33,"Yes","DSL","No","Month-to-month","Mailed check",60.9,"No"
"Female","No",10,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",81,"Yes"
"Male","No",12,"No","DSL","No","Month-to-month","Electronic check",30.75,"Yes"
"Male","No",40,"Yes","Fiber optic","No","Month-to-month","Electronic check",81.2,"No"
"Male","Yes",15,"Yes","DSL","No","One year","Mailed check",70.3,"No"
"Male","No",41,"Yes","DSL","No","One year","Mailed check",65,"No"
"Male","No",48,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",111.45,"No"
"Male","No",51,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",75.2,"No"
"Male","No",65,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Male","Yes",72,"Yes","No","No internet service","Two year","Credit card (automatic)",70.3,"No"
"Female","No",60,"Yes","No","No internet service","Month-to-month","Mailed check",25,"No"
"Male","No",16,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Female","No",72,"Yes","Fiber optic","No","Two year","Bank transfer (automatic)",96.6,"No"
"Male","No",72,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",74.4,"No"
"Male","No",1,"Yes","DSL","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","Yes",64,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",105.65,"No"
"Male","Yes",72,"Yes","No","No internet service","Two year","Credit card (automatic)",25.1,"No"
"Male","Yes",68,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",72.95,"No"
"Male","Yes",5,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",25.9,"Yes"
"Female","Yes",72,"Yes","DSL","Yes","Two year","Electronic check",68.4,"No"
"Male","No",40,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.3,"Yes"
"Female","Yes",57,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95,"No"
"Male","No",71,"Yes","Fiber optic","Yes","Two year","Electronic check",105.25,"No"
"Male","No",59,"Yes","DSL","No","One year","Electronic check",85.55,"Yes"
"Female","Yes",12,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","No",72,"Yes","Fiber optic","Yes","One year","Electronic check",101.35,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94.4,"Yes"
"Male","No",9,"No","DSL","Yes","Month-to-month","Electronic check",45.4,"Yes"
"Male","No",24,"No","DSL","Yes","Month-to-month","Mailed check",50.6,"No"
"Female","Yes",15,"Yes","DSL","No","Month-to-month","Electronic check",59.45,"Yes"
"Female","No",58,"Yes","No","No internet service","Two year","Credit card (automatic)",24.7,"No"
"Female","No",45,"Yes","DSL","No","One year","Credit card (automatic)",62.55,"No"
"Female","No",35,"Yes","DSL","Yes","One year","Electronic check",108.35,"No"
"Male","No",9,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",70.3,"Yes"
"Female","No",9,"Yes","DSL","No","Month-to-month","Electronic check",43.75,"No"
"Female","No",58,"Yes","Fiber optic","Yes","One year","Electronic check",107.75,"No"
"Female","No",6,"Yes","No","No internet service","Month-to-month","Mailed check",20.7,"No"
"Female","No",15,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",19.4,"Yes"
"Male","No",25,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",88.95,"Yes"
"Female","No",44,"No","DSL","Yes","Month-to-month","Electronic check",70.3,"No"
"Female","Yes",64,"Yes","Fiber optic","No","Two year","Credit card (automatic)",70.35,"No"
"Female","No",67,"Yes","Fiber optic","Yes","One year","Electronic check",70.3,"No"
"Female","Yes",56,"Yes","DSL","No","One year","Bank transfer (automatic)",68.75,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",86.8,"Yes"
"Male","Yes",41,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",102.6,"Yes"
"Male","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",11,"Yes","DSL","No","One year","Credit card (automatic)",70.3,"No"
"Female","No",35,"Yes","DSL","No","Month-to-month","Electronic check",62.1,"No"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",20.05,"No"
"Female","No",51,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",60.5,"No"
"Female","No",17,"Yes","DSL","No","Month-to-month","Mailed check",70.3,"Yes"
"Female","Yes",32,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",104.05,"No"
"Female","Yes",26,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",20.25,"No"
"Female","Yes",61,"Yes","DSL","No","One year","Electronic check",79.4,"No"
"Female","No",6,"Yes","No","No internet service","Month-to-month","Electronic check",20.2,"No"
"Male","No",4,"Yes","DSL","Yes","Month-to-month","Electronic check",61.3,"No"
"Male","Yes",50,"Yes","DSL","No","One year","Bank transfer (automatic)",70.3,"No"
"Female","No",7,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.4,"No"
"Male","No",20,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.65,"Yes"
"Male","Yes",12,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",80.8,"Yes"
"Female","No",22,"Yes","No","No internet service","One year","Bank transfer (automatic)",20.85,"No"
"Male","Yes",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",88.75,"No"
"Female","No",70,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.45,"No"
"Female","Yes",27,"Yes","No","No internet service","Two year","Mailed check",19.9,"No"
"Male","Yes",55,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.35,"No"
"Female","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",75.9,"Yes"
"Female","No",35,"Yes","No","No internet service","One year","Mailed check",21.1,"No"
"Male","Yes",27,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",75.75,"No"
"Female","Yes",62,"Yes","DSL","Yes","Two year","Mailed check",81,"No"
"Male","No",11,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.2,"No"
"Male","No",44,"Yes","Fiber optic","No","One year","Mailed check",88.4,"Yes"
"Female","Yes",72,"Yes","Fiber optic","No","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",39,"Yes","DSL","Yes","One year","Electronic check",80,"Yes"
"Male","No",12,"Yes","DSL","Yes","Month-to-month","Mailed check",53.75,"No"
"Male","No",69,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",106.5,"Yes"
"Female","No",52,"No","DSL","Yes","Two year","Credit card (automatic)",70.3,"No"
"Male","No",62,"Yes","DSL","No","Month-to-month","Credit card (automatic)",60.15,"No"
"Male","No",70,"Yes","DSL","Yes","Two year","Credit card (automatic)",90.05,"No"
"Male","No",29,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",81.75,"No"
"Female","No",47,"Yes","DSL","Yes","One year","Electronic check",103.7,"No"
"Female","Yes",20,"Yes","No","No internet service","Month-to-month","Electronic check",20,"No"
"Female","No",49,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",90.85,"Yes"
"Male","No",12,"Yes","DSL","Yes","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",62,"Yes","No","No internet service","One year","Bank transfer (automatic)",19.95,"No"
"Female","Yes",64,"Yes","Fiber optic","No","Two year","Credit card (automatic)",95.75,"No"
"Male","No",25,"Yes","Fiber optic","No","Month-to-month","Mailed check",70.95,"Yes"
"Female","No",7,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",69.85,"No"
"Male","Yes",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",70,"Yes"
"Female","No",36,"No","DSL","Yes","Two year","Mailed check",53.1,"No"
"Female","Yes",61,"Yes","Fiber optic","Yes","Two year","Electronic check",106.6,"Yes"
"Female","No",56,"Yes","DSL","Yes","One year","Bank transfer (automatic)",109.8,"No"
"Female","No",20,"Yes","DSL","No","Month-to-month","Electronic check",44.35,"No"
"Male","No",2,"Yes","DSL","No","Month-to-month","Electronic check",44.45,"No"
"Male","No",1,"Yes","DSL","No","Month-to-month","Mailed check",44.6,"No"
"Male","No",45,"Yes","Fiber optic","No","Month-to-month","Mailed check",84.55,"No"
"Female","No",10,"Yes","Fiber optic","No","Month-to-month","Electronic check",94.85,"Yes"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",75.75,"Yes"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.25,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.5,"Yes"
"Male","No",44,"Yes","Fiber optic","Yes","One year","Electronic check",108.45,"No"
"Male","Yes",18,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",87.9,"No"
"Male","No",44,"Yes","Fiber optic","No","One year","Electronic check",93.55,"No"
"Female","No",50,"Yes","No","No internet service","One year","Mailed check",19.35,"No"
"Female","Yes",55,"Yes","No","No internet service","Two year","Mailed check",20.3,"No"
"Female","Yes",72,"Yes","DSL","Yes","Month-to-month","Mailed check",74.55,"No"
"Female","No",59,"Yes","Fiber optic","Yes","Two year","Electronic check",95.8,"No"
"Female","Yes",12,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",104.5,"No"
"Male","No",40,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",104.8,"Yes"
"Female","Yes",10,"Yes","No","No internet service","Two year","Credit card (automatic)",26.1,"No"
"Male","No",66,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",105,"Yes"
"Female","No",7,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",50.3,"No"
"Male","No",10,"Yes","No","No internet service","Month-to-month","Electronic check",21.2,"No"
"Male","No",52,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",72.95,"No"
"Female","No",40,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",104.5,"Yes"
"Female","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",93,"No"
"Male","No",2,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",46.6,"No"
"Male","Yes",49,"Yes","Fiber optic","Yes","One year","Electronic check",93.65,"No"
"Male","No",14,"No","DSL","Yes","Month-to-month","Electronic check",46.35,"Yes"
"Female","No",29,"Yes","No","No internet service","Month-to-month","Electronic check",19.55,"No"
"Female","Yes",72,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",16,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.65,"No"
"Male","No",44,"Yes","Fiber optic","Yes","One year","Electronic check",86.9,"No"
"Male","No",67,"No","No","No internet service","One year","Bank transfer (automatic)",49.35,"No"
"Female","Yes",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.6,"Yes"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.7,"Yes"
"Female","No",5,"Yes","Fiber optic","No","Month-to-month","Electronic check",80.7,"No"
"Male","No",12,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Male","No",52,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",104.2,"Yes"
"Female","Yes",25,"Yes","Fiber optic","No","Month-to-month","Electronic check",89.1,"Yes"
"Female","No",72,"Yes","Fiber optic","Yes","Two year","Electronic check",112.1,"No"
"Male","No",30,"Yes","Fiber optic","No","Month-to-month","Mailed check",79.65,"Yes"
"Male","Yes",62,"Yes","No","No internet service","Two year","Bank transfer (automatic)",20.45,"No"
"Female","No",60,"Yes","DSL","No","Month-to-month","Credit card (automatic)",94.1,"No"
"Female","Yes",49,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.6,"Yes"
"Female","Yes",12,"Yes","DSL","No","Month-to-month","Credit card (automatic)",79.9,"Yes"
"Female","No",3,"Yes","No","No internet service","Month-to-month","Mailed check",20,"No"
"Female","No",12,"No","DSL","No","Month-to-month","Electronic check",25.05,"Yes"
"Male","No",40,"Yes","DSL","Yes","One year","Electronic check",70.3,"No"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",75.15,"No"
"Female","No",69,"Yes","DSL","Yes","Two year","Credit card (automatic)",82.45,"No"
"Female","No",14,"No","DSL","No","Two year","Electronic check",39.7,"No"
"Male","No",12,"No","DSL","No","Month-to-month","Electronic check",25.05,"Yes"
"Female","Yes",23,"Yes","No","No internet service","Month-to-month","Electronic check",20.4,"No"
"Female","Yes",16,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",73.25,"No"
"Female","Yes",70,"Yes","No","No internet service","Two year","Mailed check",19.2,"No"
"Female","Yes",50,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",69.75,"No"
"Male","Yes",5,"Yes","No","No internet service","One year","Mailed check",20.1,"No"
"Female","No",5,"Yes","Fiber optic","No","Month-to-month","Electronic check",78.95,"Yes"
"Male","No",29,"No","DSL","Yes","Month-to-month","Credit card (automatic)",64.05,"No"
"Female","No",50,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.65,"No"
"Female","No",53,"Yes","No","No internet service","Two year","Electronic check",19.85,"No"
"Female","No",23,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",98.7,"No"
"Female","Yes",56,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",88.9,"No"
"Male","Yes",64,"Yes","No","No internet service","Two year","Electronic check",70.3,"No"
"Female","Yes",29,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",109.1,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","Yes",21,"Yes","DSL","Yes","One year","Bank transfer (automatic)",75.9,"No"
"Male","Yes",72,"Yes","Fiber optic","No","Two year","Credit card (automatic)",103.95,"No"
"Female","Yes",70,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.8,"No"
"Male","Yes",58,"Yes","No","No internet service","Two year","Mailed check",19.85,"No"
"Female","No",20,"Yes","Fiber optic","No","Month-to-month","Mailed check",81,"No"
"Male","No",39,"Yes","Fiber optic","Yes","Two year","Electronic check",100.45,"No"
"Male","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",95.1,"Yes"
"Male","No",1,"No","DSL","No","Month-to-month","Electronic check",35.45,"Yes"
"Male","No",35,"Yes","DSL","No","Month-to-month","Electronic check",59.6,"No"
"Male","Yes",40,"No","DSL","Yes","One year","Mailed check",60.3,"No"
"Female","No",2,"No","DSL","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",34,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.85,"No"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",19.9,"No"
"Female","Yes",27,"Yes","No","No internet service","Month-to-month","Mailed check",19.15,"No"
"Female","Yes",52,"Yes","No","No","Month-to-month","Bank transfer (automatic)",85.8,"No"
"Male","No",37,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",104.5,"No"
"Female","No",9,"No","DSL","Yes","Month-to-month","Mailed check",70.3,"Yes"
"Female","Yes",67,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",100.25,"No"
"Female","No",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94.75,"Yes"
"Male","No",25,"Yes","Fiber optic","No","One year","Electronic check",89.05,"Yes"
"Female","Yes",24,"No","DSL","No","Two year","Mailed check",52.5,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Mailed check",45.4,"Yes"
"Male","No",54,"Yes","No","No internet service","Two year","Electronic check",20,"No"
"Male","Yes",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.2,"No"
"Male","No",53,"Yes","DSL","Yes","Month-to-month","Electronic check",103.85,"Yes"
"Female","No",47,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Male","Yes",31,"Yes","DSL","No","Month-to-month","Mailed check",54.35,"No"
"Male","No",42,"Yes","DSL","No","One year","Electronic check",99,"No"
"Female","Yes",44,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",105.2,"Yes"
"Male","Yes",55,"Yes","No","No internet service","Two year","Mailed check",20.5,"No"
"Male","No",29,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",84.3,"No"
"Male","No",72,"Yes","Fiber optic","No","Two year","Credit card (automatic)",102.65,"No"
"Female","No",30,"Yes","DSL","Yes","One year","Bank transfer (automatic)",85.35,"Yes"
"Male","No",5,"Yes","DSL","No","Month-to-month","Electronic check",49.2,"Yes"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",19.85,"No"
"Female","Yes",59,"Yes","No","No internet service","Two year","Mailed check",20.6,"No"
"Female","No",30,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.05,"No"
"Male","No",58,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",50.3,"No"
"Female","No",3,"Yes","No","No internet service","Month-to-month","Mailed check",20,"No"
